doctor_name,specialty,qualification,designation,hospital,location,experience,profile_url
Dr. Akshay Kumar Ray,Ophthalmology,"MBBS, MS",Consultant,"250 Bedded Mohammad Ali Hospital, Bogura",Bogura,N/A,https://doctor.bd/doctor/dr-akshay-kumar-ray-ophthalmology-bogura
Dr. Akter Jahan,Gynaecology & Obstetrics,"MBBS, DGO, FCPS",Associate Professor,Community Based Medical College & Hospital,Mymensingh,N/A,https://doctor.bd/doctor/dr-akter-jahan-gynaecology-obstetrics-mymensingh
Dr. Akterunnahar (Bithi),Dentistry,"BDS, BCS, FCPS",Assistant Professor,Mymensingh Medical College Hospital,Mymensingh,7+ Years,https://doctor.bd/doctor/dr-akterunnahar-bithi-dentistry-mymensingh
Dr. Al Hasan Tipu,Gastroenterology,"MBBS, BCS, MD, MACP, MRCPS, MRCP, FCPS",Consultant,"National Gastroliver Institute and Hospital, Dhaka",Dhaka,10+ Years,https://doctor.bd/doctor/dr-al-hasan-tipu-gastroenterology-dhaka
Dr. Al Mahmood Appolo,Gastroenterology,"MBBS, BCS, MD",Resident Physician,"National Gastroliver Institute and Hospital, Dhaka",Dhaka,N/A,https://doctor.bd/doctor/dr-al-mahmood-appolo-gastroenterology-dhaka
Dr. Al Mahmud Lemon,Ophthalmology,"MBBS, BCS, MRCS, FCPS",Resident Surgeon,Dhaka Medical College Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-al-mahmud-lemon-ophthalmology-dhaka
Dr. Al Mamun,Ophthalmology,"MBBS, BCS, FCPS, ICO",Eye Specialist,Kushtia Medical College Hospital,Pabna,N/A,https://doctor.bd/doctor/dr-al-mamun-ophthalmology-pabna
Dr. Alam Iftekhar Belyat,Pediatrics,"MBBS, BCS, MD",Consultant,Rajshahi Medical College Hospital,Rajshahi,N/A,https://doctor.bd/doctor/dr-alam-iftekhar-belyat-pediatrics-rajshahi
Dr. Alamgir Chowdhury,Nephrology,"MBBS, MCPS, MD",Professor & Head,Sylhet MAG Osmani Medical College Hospital,Sylhet,N/A,https://doctor.bd/doctor/dr-alamgir-chowdhury-nephrology-sylhet
Dr. Alamgir Hossain,Medicine,"MBBS, BCS, FCPS, DEM, MRCP",Consultant,Shaheed Suhrawardy Medical College Hospital,Narayanganj,N/A,https://doctor.bd/doctor/dr-alamgir-hossain-medicine-narayanganj
Dr. Alamgir Hossan,Medicine,"MBBS, BCS, MRCP, DEM, FCPS",Consultant,"250 Bedded General Hospital, Brahmanbaria",Brahmanbaria,17+ Years,https://doctor.bd/doctor/dr-alamgir-hossan-medicine-brahmanbaria
Dr. Alamgir Md. Shoab,ENT,"MBBS, BCS, DLO",Consultant,Chattogram Medical College Hospital,Chattogram,N/A,https://doctor.bd/doctor/dr-alamgir-md-shoab-ent-chattogram
Dr. Alamgir Mustak Ahamed,Rheumatology,"MBBS, FCPS, MD",Consultant,Bangladesh Medical University,Dhaka,N/A,https://doctor.bd/doctor/dr-alamgir-mustak-ahamed-rheumatology-dhaka
Dr. Alauddin Shikder,Physical Medicine & Rehabilitation,"MBBS, BCS, MD",Consultant,Khulna Medical College Hospital,Khulna,N/A,https://doctor.bd/doctor/dr-alauddin-shikder-physical-medicine-rehabilitation-khulna
Dr. Aleya Ferdush Monni,Endocrinology,"MBBS, MD, MACE, MACP, CCD",Consultant,"Popular Diagnostic Center, Savar",Dhaka,10+ Years,https://doctor.bd/doctor/dr-aleya-ferdush-monni-endocrinology-dhaka
Dr. Ali Asgar Chowdhury,Oncology,"MBBS, FCPS, FRCP",Associate Professor,Chattogram Medical College Hospital,Chattogram,N/A,https://doctor.bd/doctor/dr-ali-asgar-chowdhury-oncology-chattogram
Dr. Ali Monsur Sharif,Gastroenterology,"MBBS, MD",Associate Professor,Dhaka Medical College Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-ali-monsur-sharif-gastroenterology-dhaka
Dr. Ali Nafisa,Breast Surgery,"MBBS, FCPS",Associate Professor,Anwer Khan Modern Medical College Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-ali-nafisa-breast-surgery-dhaka
Dr. Alifa Salbin,Dermatology,"MBBS, DDV",Assistant Professor,Khulna City Medical College Hospital,Khulna,N/A,https://doctor.bd/doctor/dr-alifa-salbin-dermatology-khulna
Dr. Alim Akhtar Bhuiyan,Neurology,"MBBS, DTM&H, MD",Senior Consultant,"United Hospital, Dhaka",Dhaka,N/A,https://doctor.bd/doctor/dr-alim-akhtar-bhuiyan-neurology-dhaka
Dr. Alim Al Razy,Medicine,"MBBS, BCS, MCPS, FCPS",Consultant,Sylhet MAG Osmani Medical College Hospital,Sylhet,10+ Years,https://doctor.bd/doctor/dr-alim-al-razy-medicine-sylhet
Dr. Alok Chandra Sarkar,Cardiology,"MBBS, BCS, D-CARD, ECHO, CCD",Assistant Professor,"Shaheed Ziaur Rahman Medical College Hospital, Bogura",Bogura,N/A,https://doctor.bd/doctor/dr-alok-chandra-sarkar-cardiology-bogura
Dr. Alok Kumar mandal,Cardiology,"MBBS, BCS, MD, MRCP, MACC",Assistant Professor,Shaheed Shaikh Abu-Naser Specialized Hospital,Khulna,N/A,https://doctor.bd/doctor/dr-alok-kumar-mandal-cardiology-khulna
Dr. Aloke Kumar Raha,Hepatology,"MBBS, MCPS, MD",Professor & Head,Chattogram Medical College Hospital,Chattogram,N/A,https://doctor.bd/doctor/dr-aloke-kumar-raha-hepatology-chattogram
Dr. Altaf Hossain (Riad),Oncology,"MBBS, BCS, MD",Assistant Professor,National Institute of Cancer Research and Hospital (NICR&H),Dhaka,N/A,https://doctor.bd/doctor/dr-altaf-hossain-riad-oncology-dhaka
Dr. Altaf Mahmud,Endocrinology,"MBBS, MPH, CCD, PGT",Consultant,"Diabetic Hospital, Barishal",Barishal,N/A,https://doctor.bd/doctor/dr-altaf-mahmud-endocrinology-barishal
Dr. Amalendu Bhattacharyya,Hepatology,"MBBS, MD",Associate Professor,Sher-e-bangla Medical College Hospital,Barishal,N/A,https://doctor.bd/doctor/dr-amalendu-bhattacharyya-hepatology-barishal
Dr. Amanullah Bin Siddiq,Cardiology,"MBBS, MD",Assistant Professor,National Institute of Neurosciences & Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-amanullah-bin-siddiq-cardiology-dhaka
Dr. Amar Kanti Shil,Homeopathy,DHMS,Medical Officer,"Aroti Homeo Clinic, Sitakunda",Chattogram,N/A,https://doctor.bd/doctor/dr-amar-kanti-shil-homeopathy-chattogram
Dr. Amdad Hossain Raihan,Dentistry,BDS,Dental Surgeon,"Sonaimuri General Hospital, Noakhali",Noakhali,N/A,https://doctor.bd/doctor/dr-amdad-hossain-raihan-dentistry-noakhali
Dr. Amin Lutful Kabir,Hematology,"MBBS, MPhil, FCPS",Associate Professor,Bangladesh Medical University,Dhaka,N/A,https://doctor.bd/doctor/dr-amin-lutful-kabir-hematology-dhaka
Dr. Amina Akter,Pediatrics,"MBBS, MD",Child Specialist,"Labaid Specialized Hospital, Dhanmondi",Dhaka,N/A,https://doctor.bd/doctor/dr-amina-akter-pediatrics-dhaka
Dr. Aminul Islam Partho,Respiratory Medicine,"MBBS, BCS, MD, FCPS",Consultant,National Institute of Diseases of the Chest & Hospital (NIDCH),Dhaka,N/A,https://doctor.bd/doctor/dr-aminul-islam-partho-respiratory-medicine-dhaka
Dr. Aminur Rahman,Neurosurgery,"MBBS, BCS, MS",Consultant,Dhaka Medical College Hospital,Dhaka,5+ Years,https://doctor.bd/doctor/dr-aminur-rahman-neurosurgery-dhaka
Dr. Aminur Rahman Azad,Neurosurgery,"MBBS, MS",Consultant,Chattogram Medical College Hospital,Chattogram,N/A,https://doctor.bd/doctor/dr-aminur-rahman-azad-neurosurgery-chattogram
Dr. Amir Mohammad Khan,Neurosurgery,"MBBS, MS",Assistant Professor,National Institute of Neurosciences & Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-amir-mohammad-khan-neurosurgery-dhaka
Dr. Amirul Islam Bhuyan,Cardiac Surgery,"MBBS, MS",Consultant,"Labaid Specialized Hospital, Dhanmondi",Dhaka,N/A,https://doctor.bd/doctor/dr-amirul-islam-bhuyan-cardiac-surgery-dhaka
Dr. Amiruzzaman Sumon,Medicine,"MBBS, FCPS",Associate Professor,Sir Salimullah Medical College Mitford Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-amiruzzaman-sumon-medicine-dhaka
Dr. Amit Kapoor,Orthopedics,"MBBS, D-ORTHO, DNB",Senior Consultant,Evercare Hospital Dhaka,Dhaka,N/A,https://doctor.bd/doctor/dr-amit-kapoor-orthopedics-dhaka
Dr. Amit Kumar Barua,Medicine,"MBBS, DA, DOC, PGT",N/A,N/A,Chattogram,20+ Years,https://doctor.bd/doctor/dr-amit-kumar-barua-medicine-chattogram
Dr. Amit Kumar Devnath,Urology,"MBBS, BCS, MS, MACS, FCPS",Consultant,National Institute of Kidney Disease and Urology (NIKDU),Dhaka,N/A,https://doctor.bd/doctor/dr-amit-kumar-devnath-urology-dhaka
Dr. Amit Kumar Saha,ENT,"MBBS, DLO",Consultant,Popular Diagnostic Center,Narayanganj,N/A,https://doctor.bd/doctor/dr-amit-kumar-saha-ent-narayanganj
Dr. Amit Sen,Pediatrics,"MBBS, DCH, CCD",Registrar,Southern Medical College & Hospital,Chattogram,N/A,https://doctor.bd/doctor/dr-amit-sen-pediatrics-chattogram
Dr. Amitabh Sarkar,Neurology,"MBBS, MD",Consultant,Sher-e-bangla Medical College Hospital,Barishal,N/A,https://doctor.bd/doctor/dr-amitabh-sarkar-neurology-barishal
Dr. Amitav Banik,Physical Medicine & Rehabilitation,"MBBS, BCS, FCPS",Assistant Professor,Sir Salimullah Medical College Mitford Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-amitav-banik-physical-medicine-rehabilitation-dhaka
Dr. AMM Mukarrabin,Neurosurgery,"MBBS, BCS, MS",Neurosurgeon,Dhaka Medical College Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-amm-mukarrabin-neurosurgery-dhaka
Dr. Amrit Kumar Debnath,Medicine,"MBBS, BCS, FCPS, CCD, MACP",Senior Consultant,Cumilla General Hospital,Cumilla,N/A,https://doctor.bd/doctor/dr-amrit-kumar-debnath-medicine-cumilla
Dr. Amrita Lal Halder,Pediatrics,"MBBS, FCPS",Resident Physician,BIRDEM General Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-amrita-lal-halder-pediatrics-dhaka
Dr. Anamika Paul,Dentistry,BDS,Consultant,"Oasis Hospital, Sylhet",Sylhet,N/A,https://doctor.bd/doctor/dr-anamika-paul-dentistry-sylhet
Dr. Anamika Saha,Pediatrics,"MBBS, MRCPCH, FCPS",Consultant,Green Life Medical College & Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-anamika-saha-pediatrics-dhaka
Dr. Ananda Kishore Ghosh,Pediatrics,"MBBS, FCPS",Consultant,Popular Diagnostic Center,Narayanganj,N/A,https://doctor.bd/doctor/dr-ananda-kishore-ghosh-pediatrics-narayanganj
Dr. Anandita Dey,Dentistry,"BDS, MPH",Medical Officer,North East Medical College Hospital,Sylhet,N/A,https://doctor.bd/doctor/dr-anandita-dey-dentistry-sylhet
Dr. Ananta Kumar Bhakta,Orthopedics,"MBBS, BCS, MS",Registrar,National Institute of Traumatology and Orthopaedic Rehabilitation (NITOR),Dhaka,N/A,https://doctor.bd/doctor/dr-ananta-kumar-bhakta-orthopedics-dhaka
Dr. Ananta Kumar Kundu,Endocrinology,"MBBS, MD, DEM, MSc",Consultant,BIRDEM General Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-ananta-kumar-kundu-endocrinology-dhaka
Dr. Anaya Saha Banna,Endocrinology,"MBBS, MD, BCS, MACE",Consultant,Dhaka Medical College Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-anaya-saha-banna-endocrinology-dhaka
Dr. Anharur Rahman,General Surgery,"MBBS, FCPS, FMAS",Assistant Professor,Kumudini Women's Medical College & Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-anharur-rahman-general-surgery-dhaka
Dr. Anima Sarker,Gynaecology & Obstetrics,"MBBS, FCPS",Assistant Professor,Uttara Adhunik Medical College Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-anima-sarker-gynaecology-obstetrics-dhaka
Dr. Animesh Mallick,Respiratory Medicine,"MBBS, DTM&H, DTCD, FRSH",Consultant,Chattogram Medical College Hospital,Chattogram,N/A,https://doctor.bd/doctor/dr-animesh-mallick-respiratory-medicine-chattogram
Dr. Anirban Ghose,Urology,"MBBS, MS",Assistant Registrar,Chattogram Medical College Hospital,Chattogram,N/A,https://doctor.bd/doctor/dr-anirban-ghose-urology-chattogram
Dr. Anirudha Sardar,General Surgery,"MBBS, FCPS",Consultant,Khulna Medical College Hospital,Khulna,N/A,https://doctor.bd/doctor/dr-anirudha-sardar-general-surgery-khulna
Dr. Anis Ahmed,Neurology,"MBBS, MD",Assistant Professor,Bangladesh Medical University,Dhaka,N/A,https://doctor.bd/doctor/dr-anis-ahmed-neurology-dhaka
Dr. Anis Uddin Ahmed,Ophthalmology,"MBBS, BCS, MS",Consultant,Cumilla General Hospital,Cumilla,N/A,https://doctor.bd/doctor/dr-anis-uddin-ahmed-ophthalmology-cumilla
Dr. Anisa Jahan,Pediatrics,"MBBS, DCH, FCPS",Associate Professor,Bangladesh Shishu Hospital and Institute,Dhaka,N/A,https://doctor.bd/doctor/dr-anisa-jahan-pediatrics-dhaka
Dr. Anisul Awal,Cardiology,"MBBS, MCPS, FCPS, MD, FSCAI",Assistant Professor,Chattogram Medical College Hospital,Chattogram,N/A,https://doctor.bd/doctor/dr-anisul-awal-cardiology-chattogram
Dr. Anisul Goni Khan,Cardiology,"MBBS, D-CARD, MD, FRCP, FACC",Cardiologist,National Institute of Cardiovascular Disease (NICVD),Dhaka,N/A,https://doctor.bd/doctor/dr-anisul-goni-khan-cardiology-dhaka
Dr. Anisur Rahman,Endocrinology,"MBBS, DIH, DEM, FACE",Consultant,BIRDEM General Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-anisur-rahman-endocrinology-dhaka
Dr. Anisur Rahman Khan,Cardiology,"MBBS, MD",Cardiologist,"Mugda Medical College Hospital, Dhaka",Dhaka,N/A,https://doctor.bd/doctor/dr-anisur-rahman-khan-cardiology-dhaka
Dr. Anita Marium Islam,Rheumatology,"MBBS, CCD, FCPS",Consultant,Evercare Hospital Dhaka,Dhaka,N/A,https://doctor.bd/doctor/dr-anita-marium-islam-rheumatology-dhaka
Dr. Anjan Kumar Das,Homeopathy,"DHMS, MBA",Secretary General,"Bangladesh Homoeopathic Parishad, Central Committee",Chattogram,N/A,https://doctor.bd/doctor/dr-anjan-kumar-das-homeopathy-chattogram
Dr. Anjan Lal Ghosh,Orthopedics,"MBBS, D-ORTHO",Associate Professor,Northern International Medical College Hospital,Narayanganj,N/A,https://doctor.bd/doctor/dr-anjan-lal-ghosh-orthopedics-narayanganj
Dr. Anjana Saha,Endocrinology,"MBBS, BCS, MD",Consultant,National Institute of Cancer Research and Hospital (NICR&H),Narayanganj,N/A,https://doctor.bd/doctor/dr-anjana-saha-endocrinology-narayanganj
Dr. Anjir Anwar,Pediatrics,"MBBS, BCS, FCPS",Registrar,Chattogram Medical College Hospital,Chattogram,N/A,https://doctor.bd/doctor/dr-anjir-anwar-pediatrics-chattogram
Dr. Anjona Boshak,Pediatrics,"MBBS, BCS, FCPS",Assistant Professor,"Shaheed Ziaur Rahman Medical College Hospital, Bogura",Bogura,N/A,https://doctor.bd/doctor/dr-anjona-boshak-pediatrics-bogura
Dr. Anjuman Ara,Gynaecology & Obstetrics,"MBBS, MS",Assistant Professor,Khulna Medical College Hospital,Khulna,N/A,https://doctor.bd/doctor/dr-anjuman-ara-gynaecology-obstetrics-khulna
Dr. Anjuman Ara Rita,Gynaecology & Obstetrics,"MBBS, FCPS",Senior Consultant,Centre for Woman and Child Health,Dhaka,N/A,https://doctor.bd/doctor/dr-anjuman-ara-rita-gynaecology-obstetrics-dhaka
Dr. Anjuman-E-Ferdous,Gynaecology & Obstetrics,"MBBS, BCS, FCPS",Medical Officer,Pabna Mental Hospital,Pabna,N/A,https://doctor.bd/doctor/dr-anjuman-e-ferdous-gynaecology-obstetrics-pabna
Dr. ANM Harunur Rashid (Uzzal),Orthopedics,"MBBS, MS",Assistant Professor,Sir Salimullah Medical College Mitford Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-anm-harunur-rashid-uzzal-orthopedics-dhaka
Dr. ANM Ilias Naime,Neurosurgery,"MBBS, BCS, FCPS",Professor & Head,Cumilla Medical College Hospital,Cumilla,N/A,https://doctor.bd/doctor/dr-anm-ilias-naime-neurosurgery-cumilla
Dr. Anowarul Islam (Dider),Cardiology,"MBBS, BCS, MD, MACC, MRCP, CCD",Consultant,National Institute of Cardiovascular Disease (NICVD),Feni,10+ Years,https://doctor.bd/doctor/dr-anowarul-islam-dider-cardiology-feni
Dr. Anup Kumar,General Surgery,"MBBS, MPH, PhD, FRSH",Consultant,Farazy Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-anup-kumar-general-surgery-dhaka
Dr. Anup Kumar Das,Cardiology,"MBBS, D-CARD, FCPS, CCD",Junior Consultant,Enam Medical College & Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-anup-kumar-das-cardiology-dhaka
Dr. Anup Mostofa,Orthopedics,"MBBS, BCS, MS, MRCS",Surgeon,Dhaka Medical College Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-anup-mostofa-orthopedics-dhaka
Dr. Anup Roy Chowdhury,Urology,"MBBS, BCS, MS",Consultant,National Institute of Kidney Disease and Urology (NIKDU),Khulna,N/A,https://doctor.bd/doctor/dr-anup-roy-chowdhury-urology-khulna
Dr. Anupam Dutta Roy,Pediatrics,"MBBS, BCS, DCH, MRCPCH, PGPN, FCPS",Consultant,Mymensingh Medical College Hospital,Mymensingh,N/A,https://doctor.bd/doctor/dr-anupam-dutta-roy-pediatrics-mymensingh
Dr. Anwar Hossain Bablu,Neurology,"MBBS, FCPS, MD",Assistant Professor,Sher-e-bangla Medical College Hospital,Barishal,N/A,https://doctor.bd/doctor/dr-anwar-hossain-bablu-neurology-barishal
Dr. Anwar Israil,Neurology,"MBBS, BCS, MD",Assistant Professor,National Institute of Neurosciences & Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-anwar-israil-neurology-dhaka
Dr. Anwara Begum,Gynaecology & Obstetrics,"MBBS, FCPS",Professor,Dhaka Medical College Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-anwara-begum-gynaecology-obstetrics-dhaka
Dr. Anwarul Anam Kibria,Cardiac Surgery,"MBBS, MS",Surgeon,National Institute of Diseases of the Chest & Hospital (NIDCH),Dhaka,N/A,https://doctor.bd/doctor/dr-anwarul-anam-kibria-cardiac-surgery-dhaka
Dr. Anzirun Nahar Asma,Dermatology,"MBBS, DDV, FCPS",Associate Professor,Popular Medical College & Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-anzirun-nahar-asma-dermatology-dhaka
Dr. Anzuman Ara Bulu,Gynaecology & Obstetrics,"MBBS, MCPS, DMSU",Consultant,Ibn Sina Medical College Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-anzuman-ara-bulu-gynaecology-obstetrics-dhaka
Dr. Aparajita Chowdhury,Pediatrics,"MBBS, BCS, DCH",Consultant,Sylhet MAG Osmani Medical College Hospital,Sylhet,N/A,https://doctor.bd/doctor/dr-aparajita-chowdhury-pediatrics-sylhet
Dr. Aparna Das,Medicine,"MBBS, FCPS, MD, DEM",Associate Professor,Dhaka Medical College Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-aparna-das-medicine-dhaka
Dr. Aparup Kanti Das,Pediatrics,"MBBS, BCS, FCPS",Assistant Registrar,Chattogram Medical College Hospital,Chattogram,N/A,https://doctor.bd/doctor/dr-aparup-kanti-das-pediatrics-chattogram
Dr. Apel Mahmud,Dentistry,BDS,Consultant,"Opy’s Dental Care, Uttara, Dhaka",Dhaka,22+ Years,https://doctor.bd/doctor/dr-apel-mahmud-dentistry-dhaka
Dr. Arafat Azim,Psychiatry,"MBBS, BCS, MD",Consultant,Chattogram Medical College Hospital,Chattogram,N/A,https://doctor.bd/doctor/dr-arafat-azim-psychiatry-chattogram
Dr. Arafat Hasan,Medicine,"MBBS, BCS, MCPS, MRCP, FCPS",Consultant,Pabna Medical College Hospital,Pabna,15+ Years,https://doctor.bd/doctor/dr-arafat-hasan-medicine-pabna
Dr. Arefin Khan,Respiratory Medicine,"MBBS, DTCD, BCS, FCCP",Consultant,National Institute of Diseases of the Chest & Hospital (NIDCH),Dhaka,N/A,https://doctor.bd/doctor/dr-arefin-khan-respiratory-medicine-dhaka
Dr. Arfana Yesmin,Medicine,"MBBS, FCPS",Assistant Professor,Chattogram International Medical College & Hospital (CIMCH),Chattogram,N/A,https://doctor.bd/doctor/dr-arfana-yesmin-medicine-chattogram
Dr. Arfin Akter,Ophthalmology,"MBBS, DO",Department of Ophthalmology,Rangpur Medical College Hospital,Rangpur,15+ Years,https://doctor.bd/doctor/dr-arfin-akter-ophthalmology-rangpur
Dr. Arif Mahbub,Medicine,"MBBS, BCS, MD, MACP, CCD, FCPS",Resident Physician,Mymensingh Medical College Hospital,Mymensingh,N/A,https://doctor.bd/doctor/dr-arif-mahbub-medicine-mymensingh
Dr. Arif Mahmud Jewel,ENT,"MBBS, MS",Consultant,Bangladesh Medical University,Dhaka,N/A,https://doctor.bd/doctor/dr-arif-mahmud-jewel-ent-dhaka
Dr. Arif Mohammad Sohan,Cardiology,"MBBS, MD",Consultant,Ship International Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-arif-mohammad-sohan-cardiology-dhaka
Dr. Arif Uddin Ahmed,Dermatology,"MBBS, DDV",Associate Professor,Sylhet Womens Medical College Hospital,Sylhet,N/A,https://doctor.bd/doctor/dr-arif-uddin-ahmed-dermatology-sylhet
Dr. Arifa Akter Zahan Shoma,Gynaecology & Obstetrics,"MBBS, FCPS",Professor & Head,Kumudini Women's Medical College & Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-arifa-akter-zahan-shoma-gynaecology-obstetrics-dhaka
Dr. Arifa Billah Shafiq,Dermatology,"MBBS, CCD, MD",Clinical & Aesthetic Dermatologist,Asgar Ali Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-arifa-billah-shafiq-dermatology-dhaka
Dr. Arifa Tasnim,Hepatology,"MBBS, BCS, MD",Consultant,"National Gastroliver Institute and Hospital, Dhaka",Dhaka,N/A,https://doctor.bd/doctor/dr-arifa-tasnim-hepatology-dhaka
Dr. Ariful Basher,Medicine,"MBBS, FCPS, MPH, MD",Bangladesh Specialized Hospital,Bangladesh Specialized Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-ariful-basher-medicine-dhaka
Dr. Ariful Haque,Oncology,"MBBS, BCS, MD",Resident Surgeon,Dhaka Medical College Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-ariful-haque-oncology-dhaka
Dr. Ariful Islam,Medicine,"MBBS, FCPS, MRCP, CCD",Doctor,BIRDEM General Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-ariful-islam-medicine-dhaka
Dr. Ariful Islam,ENT,"MBBS, DLO",Assistant Registrar,Delta Medical College & Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-ariful-islam-ent-dhaka
Dr. Ariful Islam Arif,ENT,"MBBS, FCPS",Doctor,Bangladesh Medical College Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-ariful-islam-arif-ent-dhaka
Dr. Ariful Islam Majumder,Nephrology,"MBBS, BCS, MD",Assistant Professor,National Institute of Kidney Disease and Urology (NIKDU),Narayanganj,N/A,https://doctor.bd/doctor/dr-ariful-islam-majumder-nephrology-narayanganj
Dr. Ariful Rahman,Dentistry,"BDS, BCS, PGT, DDS",Assistant Professor,Cumilla Medical College Hospital,Cumilla,N/A,https://doctor.bd/doctor/dr-ariful-rahman-dentistry-cumilla
Dr. Arin Akbar Mou,Dentistry,"BDS, MPH, PGT",Chief Consultant,"Dental Doctor, Bangladesh Bank",Rajshahi,N/A,https://doctor.bd/doctor/dr-arin-akbar-mou-dentistry-rajshahi
Dr. Arman Ibne Haq,Psychiatry,"MBBS, FCPS",Assistant Professor,Bangladesh Medical College Hospital,Dhaka,N/A,https://doctor.bd/doctor/dr-arman-ibne-haq-psychiatry-dhaka
Dr. Arman Reza Chowdhury,Oncology,"MBBS, FCPS",Consultant,Evercare Hospital Dhaka,Dhaka,N/A,https://doctor.bd/doctor/dr-arman-reza-chowdhury-oncology-dhaka
Dr. Arman Uddin Ahmad,Ophthalmology,"MBBS, MS, FCPS",Assistant Professor,Kushtia Medical College Hospital,Kushtia,N/A,https://doctor.bd/doctor/dr-arman-uddin-ahmad-ophthalmology-kushtia
Dr. Armana Sharmin Khan,Pediatrics,"MBBS, DCH, FCPS",Consultant,Chattogram International Medical College & Hospital (CIMCH),Chattogram,N/A,https://doctor.bd/doctor/dr-armana-sharmin-khan-pediatrics-chattogram
Dr. Arpan Das,Medicine,"MBBS, BCS, MD, MACP, CCD",Assistant Professor,Rangamati Medical College Hospital,Rangamati,N/A,https://doctor.bd/doctor/dr-arpan-das-medicine-rangamati
Dr. Arpita Bhattacharjee,Gynaecology & Obstetrics,"MBBS, FCPS",Surgeon,Sylhet MAG Osmani Medical College Hospital,Sylhet,N/A,https://doctor.bd/doctor/dr-arpita-bhattacharjee-gynaecology-obstetrics-sylhet
Dr. Arpita Das,Gynaecology & Obstetrics,"MBBS, BCS, MCPS, FCPS",Gynecologist,Rajshahi Medical College Hospital,Rajshahi,N/A,https://doctor.bd/doctor/dr-arpita-das-gynaecology-obstetrics-rajshahi
Dr. Arun Kumar Baishnab,General Surgery,"MBBS, MS",Assistant Professor,Sylhet MAG Osmani Medical College Hospital,Sylhet,N/A,https://doctor.bd/doctor/dr-arun-kumar-baishnab-general-surgery-sylhet
